"Country or Area","Year","Value"
"France","2001","80328.1212600483"
"France","2000","80044.7443625675"
"France","1999","79256.251790132"
"France","1998","79237.2201034068"
"France","1997","78784.9112044428"
"France","1996","80176.4255341962"
"France","1995","80846.440647392"
"France","1994","80323.5675934525"
"France","1993","80398.0429626578"
"France","1992","79955.7343925787"
"France","1991","79823.5213727624"
"France","1990","79256.3293414455"
"Germany","2021","45687.7487317312"
"Germany","2020","47051.4093588268"
"Germany","2019","48261.4341916901"
"Germany","2018","51097.5251753717"
"Germany","2017","53339.0069062907"
"Germany","2016","54177.9569190279"
"Germany","2015","55895.2773154482"
"Germany","2014","56368.1006702616"
"Germany","2013","57898.5065111973"
"Germany","2012","58892.5701367588"
"Germany","2011","58550.675147301"
"Germany","2010","60100.1120054787"
"Germany","2009","61476.9333077313"
"Germany","2008","64295.7584458547"
"Germany","2007","65669.9412387939"
"Germany","2006","68158.9091992546"
"Germany","2005","72573.5925200961"
"Germany","2004","76468.8784697047"
"Germany","2003","83233.980019856"
"Germany","2002","87213.2558950818"
"Germany","2001","91917.7629477661"
"Germany","2000","96046.3943503297"
"Germany","1999","100615.603679316"
"Germany","1998","101789.292874879"
"Germany","1997","107421.923140498"
"Germany","1996","112543.942182327"
"Germany","1995","115631.707421664"
"Germany","1994","118428.746818463"
"Germany","1993","122908.958734814"
"Germany","1992","122193.125566051"
"Germany","1991","126230.500363625"
"Germany","1990","132605.600250998"
"Greece","2021","11323.4215669907"
"Greece","2020","10959.0545014084"
"Greece","2019","11210.5337507418"
"Greece","2018","11463.057570083"
"Greece","2017","11324.03317899"
"Greece","2016","10988.6694664877"
"Greece","2015","11378.5553081513"
"Greece","2014","11597.5915876486"
"Greece","2013","11812.4455373586"
"Greece","2012","12086.3562415345"
"Greece","2011","12266.7672009086"
"Greece","2010","12431.6003804858"
"Greece","2009","12186.9127484913"
"Greece","2008","12607.0429308761"
"Greece","2007","12749.2170475372"
"Greece","2006","12883.7873979695"
"Greece","2005","12799.113206806"
"Greece","2004","12707.4729892307"
"Greece","2003","12680.8776542668"
"Greece","2002","12565.2305002924"
"Greece","2001","12469.8092766019"
"Greece","2000","13244.4643591349"
"Greece","1999","13237.9018351096"
"Greece","1998","13279.7233739177"
"Greece","1997","13041.51956176"
"Greece","1996","13093.0629927039"
"Greece","1995","12913.1478334047"
"Greece","1994","12714.4069302859"
"Greece","1993","12639.3646203138"
"Greece","1992","12588.5815791361"
"Greece","1991","12513.8569027114"
"Greece","1990","12526.7591923293"
"Hungary","2021","9206.95476478559"
"Hungary","2020","9207.07338452403"
"Hungary","2019","9219.78236641327"
"Hungary","2018","9298.43086589179"
"Hungary","2017","9369.32140052762"
"Hungary","2016","9347.59068487483"
"Hungary","2015","9451.01471941571"
"Hungary","2014","9422.6688687872"
"Hungary","2013","9633.62999608653"
"Hungary","2012","9783.34437649799"
"Hungary","2011","9662.02152746947"
"Hungary","2010","9780.51363353637"
"Hungary","2009","9745.4143365379"
"Hungary","2008","9779.49340815293"
"Hungary","2007","10013.0920947858"
"Hungary","2006","10204.4100144427"
"Hungary","2005","10470.0727862983"
"Hungary","2004","10781.3659730019"
"Hungary","2003","11218.6845230195"
"Hungary","2002","11151.7904209767"
"Hungary","2001","11299.4292800484"
"Hungary","2000","11520.6000855398"
"Hungary","1999","11430.9781398994"
"Hungary","1998","11395.6110018926"
"Hungary","1997","11525.7439542638"
"Hungary","1996","11610.0093258732"
"Hungary","1995","11537.6001914369"
"Hungary","1994","11636.2715410927"
"Hungary","1993","11959.08764172"
"Hungary","1992","12341.211463149"
"Hungary","1991","13586.2782123443"
"Hungary","1990","13801.4772634484"
"Iceland","2021","654.079269297736"
"Iceland","2020","651.909614892776"
"Iceland","2019","632.396439925642"
"Iceland","2018","685.072185621673"
"Iceland","2017","686.79234031976"
"Iceland","2016","700.918890341489"
"Iceland","2015","714.625387512397"
"Iceland","2014","709.02609173625"
"Iceland","2013","700.822795081954"
"Iceland","2012","699.264357363761"
"Iceland","2011","731.948140032621"
"Iceland","2010","755.448821727189"
"Iceland","2009","759.522631892552"
"Iceland","2008","767.425209006122"
"Iceland","2007","781.562298703777"
"Iceland","2006","772.350717370619"
"Iceland","2005","734.661587077418"
"Iceland","2004","747.260295322416"
"Iceland","2003","754.799571174119"
"Iceland","2002","767.775454015072"
"Iceland","2001","763.320764212812"
"Iceland","2000","755.252356204154"
"Iceland","1999","756.312706325757"
"Iceland","1998","754.426326329654"
"Iceland","1997","754.264718267621"
"Iceland","1996","752.373624003167"
"Iceland","1995","731.619357699284"
"Iceland","1994","734.082721692899"
"Iceland","1993","728.144562542616"
"Iceland","1992","714.573022890148"
"Iceland","1991","712.135854930674"
"Iceland","1990","717.891236008398"
"Ireland","2021","17649.700240153"
"Ireland","2020","17286.8298683263"
"Ireland","2019","17043.0557564843"
"Ireland","2018","17543.2656982606"
"Ireland","2017","17177.2149544904"
"Ireland","2016","16685.945513601"
"Ireland","2015","16233.3835188692"
"Ireland","2014","15642.7571413214"
"Ireland","2013","15545.3181879879"
"Ireland","2012","15230.3803724874"
"Ireland","2011","14490.8495050737"
"Ireland","2010","14535.08834976"
"Ireland","2009","14854.8999598501"
"Ireland","2008","15292.740794752"
"Ireland","2007","15469.0601809603"
"Ireland","2006","16451.2770851145"
"Ireland","2005","16331.524662098"
"Ireland","2004","16615.7959935872"
"Ireland","2003","17729.1857523924"
"Ireland","2002","16976.7426077517"
"Ireland","2001","17010.900101806"
"Ireland","2000","16885.6137554483"
"Ireland","1999","17473.9361881965"
"Ireland","1998","17937.3247473334"
"Ireland","1997","17543.7484548449"
"Ireland","1996","17458.1218040292"
"Ireland","1995","17100.7326447889"
"Ireland","1994","16973.742964239"
"Ireland","1993","16959.0969491057"
"Ireland","1992","16777.8781306992"
"Ireland","1991","16513.9617622511"
"Ireland","1990","16138.0389000643"
"Italy","2021","47087.0541894855"
"Italy","2020","47513.4093154766"
"Italy","2019","46762.3230853085"
"Italy","2018","47972.4340845334"
"Italy","2017","48783.9679589814"
"Italy","2016","48816.0201319111"
"Italy","2015","49315.5591501065"
"Italy","2014","49268.0551926014"
"Italy","2013","50332.1176483274"
"Italy","2012","51997.2601207308"
"Italy","2011","51386.9522301905"
"Italy","2010","52690.4568894696"
"Italy","2009","53177.2893317705"
"Italy","2008","53312.2589329848"
"Italy","2007","53932.209998516"
"Italy","2006","53157.8210427257"
"Italy","2005","54702.5562189407"
"Italy","2004","54173.8849236588"
"Italy","2003","56556.3658722735"
"Italy","2002","56276.9155981807"
"Italy","2001","58154.2849833338"
"Italy","2000","57706.2945464038"
"Italy","1999","57761.6951839096"
"Italy","1998","57745.8157675617"
"Italy","1997","58214.0980443073"
"Italy","1996","57656.6517689821"
"Italy","1995","57033.5724828753"
"Italy","1994","56518.4749222122"
"Italy","1993","56087.9828089079"
"Italy","1992","55749.3854043327"
"Italy","1991","55980.6004836795"
"Italy","1990","54975.3404829517"
"Japan","2021","27361.3633177281"
"Japan","2020","27379.8897505428"
"Japan","2019","27483.882213975"
"Japan","2018","27660.3435939688"
"Japan","2017","28043.8395211533"
"Japan","2016","28233.9125760622"
"Japan","2015","28273.038754273"
"Japan","2014","28644.6692412369"
"Japan","2013","29143.2576800454"
"Japan","2012","29202.0630299759"
"Japan","2011","29857.2272806643"
"Japan","2010","31072.985051965"
"Japan","2009","31519.6188498435"
"Japan","2008","32056.308041674"
"Japan","2007","32854.3231104742"
"Japan","2006","33481.7834735081"
"Japan","2005","34053.7515477759"
"Japan","2004","34068.2993038764"
"Japan","2003","34381.5169914258"
"Japan","2002","35288.3793823117"
"Japan","2001","36115.4460935372"
"Japan","2000","37285.6766251637"
"Japan","1999","37937.0316590275"
"Japan","1998","38321.5749169561"
"Japan","1997","40014.5463699326"
"Japan","1996","40490.2911103626"
"Japan","1995","41755.9305948581"
"Japan","1994","42944.6803234063"
"Japan","1993","42911.7176163689"
"Japan","1992","43812.1488318993"
"Japan","1991","43880.709274968"
"Japan","1990","44542.0260943465"
"Latvia","2021","1889.56980311644"
"Latvia","2020","1897.99318191421"
"Latvia","2019","1920.8982486193"
"Latvia","2018","1923.77566374815"
"Latvia","2017","2019.58549472323"
"Latvia","2016","1993.16656848127"
"Latvia","2015","1967.73841736617"
"Latvia","2014","2081.11651361722"
"Latvia","2013","2028.3224083982"
"Latvia","2012","2000.0177866387"
"Latvia","2011","1950.7484266797"
"Latvia","2010","2002.51501447289"
"Latvia","2009","2084.56206764388"
"Latvia","2008","2062.35797301834"
"Latvia","2007","2086.25307971855"
"Latvia","2006","2033.29239445749"
"Latvia","2005","2091.50518868337"
"Latvia","2004","2055.3458315015"
"Latvia","2003","2113.65834462605"
"Latvia","2002","2175.00178456347"
"Latvia","2001","2207.6935474913"
"Latvia","2000","2107.90280954182"
"Latvia","1999","2115.58086976787"
"Latvia","1998","2265.75666761409"
"Latvia","1997","2363.12221191568"
"Latvia","1996","2402.29841397058"
"Latvia","1995","2443.50433710136"
"Latvia","1994","2456.00534843786"
"Latvia","1993","2648.44581984401"
"Latvia","1992","3456.22586575714"
"Latvia","1991","4007.84707958508"
"Latvia","1990","4061.20773750298"
"Liechtenstein","2021","21.8077411831664"
"Liechtenstein","2020","22.0784812178045"
"Liechtenstein","2019","21.9144648936063"
"Liechtenstein","2018","21.1627104431504"
"Liechtenstein","2017","20.8642468326698"
"Liechtenstein","2016","21.4135840363374"
"Liechtenstein","2015","21.285635205609"
"Liechtenstein","2014","21.4773862228243"
"Liechtenstein","2013","21.3216389058134"
"Liechtenstein","2012","22.2574937749637"
"Liechtenstein","2011","21.786921116506"
"Liechtenstein","2010","21.3844565031317"
"Liechtenstein","2009","22.0595343168152"
"Liechtenstein","2008","22.2201011590516"
"Liechtenstein","2007","22.0388421789438"
"Liechtenstein","2006","21.7433775207365"
"Liechtenstein","2005","20.7795719034425"
"Liechtenstein","2004","20.2311052721882"
"Liechtenstein","2003","20.1240338870046"
"Liechtenstein","2002","19.9353699671661"
"Liechtenstein","2001","19.7042978707851"
"Liechtenstein","2000","18.6978816509988"
"Liechtenstein","1999","19.1827798294185"
"Liechtenstein","1998","19.9576469942758"
"Liechtenstein","1997","20.0884058987912"
"Liechtenstein","1996","20.411113549813"
"Liechtenstein","1995","20.0759445758264"
"Liechtenstein","1994","20.0861989775345"
"Liechtenstein","1993","20.0170123742212"
"Liechtenstein","1992","20.9584743755708"
"Liechtenstein","1991","21.4654985871698"
"Liechtenstein","1990","21.5448472789875"
"Lithuania","2021","3301.10271867869"
"Lithuania","2020","3321.77587604124"
"Lithuania","2019","3425.2800368403"
"Lithuania","2018","3487.21530458265"
"Lithuania","2017","3689.2527459906"
"Lithuania","2016","3767.37414383568"
"Lithuania","2015","3861.96853416284"
"Lithuania","2014","3888.76001800826"
"Lithuania","2013","3875.12134651509"
"Lithuania","2012","3948.95316400711"
"Lithuania","2011","3937.00999316109"
"Lithuania","2010","4092.5893073369"
"Lithuania","2009","4116.35505848871"
"Lithuania","2008","4213.07464850725"
"Lithuania","2007","4356.5083081987"
"Lithuania","2006","4397.39704685547"
"Lithuania","2005","4390.58328259329"
"Lithuania","2004","4401.09979931265"
"Lithuania","2003","4382.58935102043"
"Lithuania","2002","4312.37303343178"
"Lithuania","2001","4242.02337036497"
"Lithuania","2000","4339.00737706371"
"Lithuania","1999","4517.46966570527"
"Lithuania","1998","4755.48949138695"
"Lithuania","1997","4918.02080934802"
"Lithuania","1996","4889.33009857015"
"Lithuania","1995","4978.05451078868"
"Lithuania","1994","5269.74029634985"
"Lithuania","1993","5805.95331677745"
"Lithuania","1992","6644.70173442483"
"Lithuania","1991","7589.60395721401"
"Lithuania","1990","7808.49155343463"
"Luxembourg","2021","663.177117543914"
"Luxembourg","2020","667.828422038227"
"Luxembourg","2019","657.85052010985"
"Luxembourg","2018","674.308426282024"
"Luxembourg","2017","672.537247899723"
"Luxembourg","2016","671.972410411471"
"Luxembourg","2015","657.401413097704"
"Luxembourg","2014","655.573990706497"
"Luxembourg","2013","644.19845652434"
"Luxembourg","2012","638.837192452368"
"Luxembourg","2011","642.801616759372"
"Luxembourg","2010","672.559047589553"
"Luxembourg","2009","672.9908228016"
"Luxembourg","2008","672.070788761713"
"Luxembourg","2007","657.579326557052"
"Luxembourg","2006","649.056828528716"
"Luxembourg","2005","652.490866212625"
"Luxembourg","2004","648.110357642397"
"Luxembourg","2003","659.564749693657"
"Luxembourg","2002","668.684977183868"
"Luxembourg","2001","668.561131647332"
"Luxembourg","2000","665.016345302377"
"Luxembourg","1999","670.476735070654"
"Luxembourg","1998","670.851299709336"
"Luxembourg","1997","673.407809834032"
"Luxembourg","1996","677.050934859484"
"Luxembourg","1995","670.761428408413"
